AdvancedAvocadoAgent;Ag2O;Baseline1;Baseline2;Chad;Coac;DrainPower;DrainPowerAggressive;LANE\\_1\\_0;OneLaneIsEnough;ReinforcedGreediness
 21.78; 27.26; 23.68; 21.91; 75.38; 71.72; 77.97; 78.78; 37.30; 58.90; 55.43
 21.77; 27.27; 23.66; 21.92; 75.38; 71.73; 77.97; 78.78; 37.31; 58.91; 55.43
 21.77; 27.26; 23.67; 21.91; 75.38; 71.73; 77.98; 78.79; 37.33; 58.90; 55.43
 21.77; 27.27; 23.66; 21.91; 75.38; 71.72; 77.97; 78.79; 37.32; 58.90; 55.44
 21.77; 27.28; 23.67; 21.92; 75.38; 71.71; 77.98; 78.80; 37.30; 58.90; 55.44
 21.76; 27.27; 23.67; 21.93; 75.38; 71.71; 77.97; 78.79; 37.33; 58.91; 55.43
 21.76; 27.26; 23.67; 21.92; 75.39; 71.71; 77.97; 78.79; 37.31; 58.92; 55.44
 21.76; 27.28; 23.67; 21.92; 75.40; 71.70; 77.95; 78.77; 37.31; 58.93; 55.44
 21.76; 27.29; 23.67; 21.92; 75.39; 71.69; 77.97; 78.77; 37.30; 58.92; 55.43
 21.76; 27.30; 23.68; 21.91; 75.39; 71.67; 77.95; 78.77; 37.30; 58.90; 55.43
 21.76; 27.31; 23.68; 21.91; 75.40; 71.68; 77.95; 78.77; 37.29; 58.89; 55.42
 21.76; 27.32; 23.68; 21.91; 75.39; 71.68; 77.93; 78.77; 37.27; 58.91; 55.42
 21.76; 27.32; 23.67; 21.91; 75.39; 71.67; 77.93; 78.77; 37.27; 58.90; 55.42
 21.77; 27.31; 23.68; 21.90; 75.39; 71.67; 77.92; 78.76; 37.25; 58.91; 55.43
 21.76; 27.32; 23.69; 21.91; 75.40; 71.67; 77.92; 78.76; 37.24; 58.91; 55.42
 21.77; 27.33; 23.68; 21.92; 75.40; 71.67; 77.92; 78.77; 37.23; 58.90; 55.42
 21.77; 27.33; 23.68; 21.92; 75.41; 71.67; 77.92; 78.77; 37.23; 58.90; 55.42
 21.77; 27.34; 23.68; 21.93; 75.43; 71.67; 77.91; 78.75; 37.24; 58.88; 55.42
 21.77; 27.35; 23.69; 21.93; 75.43; 71.67; 77.92; 78.74; 37.23; 58.88; 55.43
 21.77; 27.37; 23.68; 21.92; 75.44; 71.66; 77.92; 78.74; 37.22; 58.90; 55.42
 21.77; 27.37; 23.68; 21.92; 75.42; 71.66; 77.92; 78.74; 37.23; 58.90; 55.42
 21.76; 27.39; 23.67; 21.93; 75.42; 71.67; 77.93; 78.74; 37.23; 58.89; 55.43
 21.76; 27.39; 23.69; 21.93; 75.42; 71.67; 77.92; 78.73; 37.22; 58.90; 55.43
 21.77; 27.40; 23.69; 21.93; 75.42; 71.68; 77.92; 78.73; 37.22; 58.90; 55.44
 21.77; 27.38; 23.71; 21.94; 75.43; 71.68; 77.91; 78.73; 37.23; 58.91; 55.43
 21.76; 27.39; 23.71; 21.95; 75.42; 71.68; 77.91; 78.73; 37.23; 58.93; 55.44
 21.76; 27.40; 23.72; 21.94; 75.42; 71.69; 77.91; 78.73; 37.21; 58.92; 55.44
 21.77; 27.42; 23.70; 21.95; 75.42; 71.69; 77.90; 78.73; 37.20; 58.93; 55.44
 21.77; 27.42; 23.71; 21.95; 75.42; 71.69; 77.90; 78.72; 37.20; 58.94; 55.44
 21.77; 27.41; 23.72; 21.95; 75.41; 71.68; 77.89; 78.72; 37.21; 58.94; 55.45
 21.76; 27.42; 23.72; 21.95; 75.41; 71.70; 77.89; 78.72; 37.19; 58.94; 55.44
 21.76; 27.41; 23.71; 21.96; 75.41; 71.70; 77.88; 78.70; 37.19; 58.94; 55.44
 21.75; 27.41; 23.70; 21.97; 75.42; 71.70; 77.88; 78.69; 37.19; 58.93; 55.44
 21.75; 27.42; 23.69; 21.96; 75.42; 71.69; 77.87; 78.71; 37.19; 58.94; 55.44
 21.75; 27.42; 23.69; 21.96; 75.41; 71.70; 77.88; 78.71; 37.17; 58.92; 55.45
 21.75; 27.40; 23.70; 21.97; 75.41; 71.70; 77.89; 78.70; 37.17; 58.91; 55.45
 21.74; 27.40; 23.70; 21.98; 75.41; 71.68; 77.89; 78.70; 37.17; 58.91; 55.46
 21.74; 27.39; 23.69; 21.99; 75.42; 71.66; 77.89; 78.70; 37.17; 58.92; 55.46
 21.74; 27.39; 23.69; 22.00; 75.42; 71.67; 77.88; 78.70; 37.17; 58.91; 55.47
 21.75; 27.42; 23.69; 22.00; 75.43; 71.66; 77.87; 78.69; 37.15; 58.90; 55.46
 21.74; 27.42; 23.69; 22.02; 75.44; 71.66; 77.87; 78.69; 37.17; 58.89; 55.44
 21.74; 27.42; 23.69; 22.01; 75.45; 71.66; 77.86; 78.70; 37.18; 58.89; 55.44
 21.73; 27.43; 23.71; 22.01; 75.45; 71.67; 77.86; 78.69; 37.17; 58.89; 55.43
 21.74; 27.45; 23.71; 22.00; 75.44; 71.67; 77.85; 78.69; 37.16; 58.90; 55.44
 21.74; 27.46; 23.71; 22.01; 75.45; 71.66; 77.86; 78.69; 37.16; 58.91; 55.43
 21.74; 27.48; 23.70; 22.01; 75.47; 71.65; 77.86; 78.68; 37.16; 58.92; 55.42
 21.73; 27.49; 23.71; 22.03; 75.47; 71.65; 77.86; 78.68; 37.14; 58.90; 55.43
 21.73; 27.50; 23.71; 22.05; 75.47; 71.65; 77.83; 78.69; 37.16; 58.90; 55.42
 21.73; 27.48; 23.71; 22.07; 75.47; 71.65; 77.83; 78.70; 37.17; 58.90; 55.43
 21.72; 27.50; 23.71; 22.06; 75.47; 71.64; 77.81; 78.71; 37.17; 58.92; 55.43
 21.72; 27.52; 23.70; 22.06; 75.47; 71.65; 77.82; 78.71; 37.16; 58.91; 55.42
 21.71; 27.52; 23.70; 22.06; 75.47; 71.67; 77.80; 78.72; 37.15; 58.91; 55.42
 21.70; 27.53; 23.70; 22.06; 75.47; 71.66; 77.80; 78.73; 37.16; 58.91; 55.42
 21.69; 27.54; 23.71; 22.06; 75.46; 71.65; 77.80; 78.73; 37.18; 58.88; 55.43
 21.69; 27.53; 23.70; 22.05; 75.46; 71.64; 77.81; 78.73; 37.17; 58.90; 55.42
 21.68; 27.54; 23.69; 22.04; 75.44; 71.64; 77.82; 78.73; 37.17; 58.90; 55.42
 21.68; 27.53; 23.69; 22.03; 75.45; 71.63; 77.81; 78.74; 37.16; 58.90; 55.43
 21.68; 27.54; 23.70; 22.03; 75.45; 71.62; 77.82; 78.74; 37.14; 58.89; 55.43
 21.68; 27.52; 23.70; 22.03; 75.44; 71.63; 77.84; 78.75; 37.13; 58.89; 55.42
 21.68; 27.52; 23.69; 22.03; 75.46; 71.64; 77.84; 78.74; 37.13; 58.88; 55.42
 21.67; 27.52; 23.68; 22.03; 75.45; 71.63; 77.83; 78.76; 37.13; 58.89; 55.42
 21.68; 27.51; 23.69; 22.02; 75.45; 71.63; 77.84; 78.76; 37.13; 58.90; 55.42
 21.67; 27.51; 23.69; 22.02; 75.45; 71.63; 77.83; 78.77; 37.13; 58.91; 55.40
 21.67; 27.50; 23.69; 22.03; 75.45; 71.65; 77.84; 78.77; 37.13; 58.90; 55.40
 21.68; 27.50; 23.69; 22.01; 75.45; 71.64; 77.85; 78.77; 37.13; 58.89; 55.40
 21.67; 27.49; 23.70; 22.02; 75.46; 71.64; 77.84; 78.77; 37.13; 58.89; 55.39
 21.67; 27.49; 23.70; 22.03; 75.46; 71.67; 77.84; 78.77; 37.12; 58.90; 55.38
 21.67; 27.48; 23.70; 22.04; 75.45; 71.68; 77.85; 78.76; 37.13; 58.92; 55.39
 21.67; 27.48; 23.70; 22.04; 75.44; 71.68; 77.85; 78.76; 37.13; 58.93; 55.39
 21.67; 27.49; 23.73; 22.04; 75.45; 71.67; 77.86; 78.76; 37.11; 58.93; 55.40
 21.65; 27.49; 23.73; 22.05; 75.45; 71.67; 77.86; 78.77; 37.10; 58.93; 55.40
 21.66; 27.50; 23.73; 22.05; 75.45; 71.66; 77.86; 78.77; 37.11; 58.95; 55.39
 21.66; 27.50; 23.74; 22.05; 75.45; 71.66; 77.87; 78.78; 37.11; 58.94; 55.40
 21.66; 27.49; 23.74; 22.05; 75.46; 71.65; 77.87; 78.78; 37.12; 58.94; 55.41
 21.65; 27.50; 23.74; 22.04; 75.46; 71.65; 77.88; 78.77; 37.12; 58.95; 55.40
 21.67; 27.49; 23.74; 22.05; 75.45; 71.65; 77.86; 78.76; 37.11; 58.95; 55.40
 21.67; 27.50; 23.73; 22.05; 75.43; 71.64; 77.87; 78.76; 37.11; 58.95; 55.41
 21.66; 27.51; 23.74; 22.05; 75.43; 71.65; 77.88; 78.76; 37.08; 58.94; 55.41
 21.65; 27.52; 23.74; 22.04; 75.43; 71.65; 77.88; 78.77; 37.07; 58.94; 55.40
 21.65; 27.51; 23.73; 22.05; 75.44; 71.65; 77.88; 78.75; 37.08; 58.94; 55.39
 21.65; 27.51; 23.72; 22.06; 75.43; 71.63; 77.89; 78.77; 37.07; 58.94; 55.38
 21.64; 27.51; 23.73; 22.05; 75.44; 71.63; 77.89; 78.77; 37.07; 58.92; 55.38
 21.64; 27.52; 23.72; 22.04; 75.44; 71.64; 77.90; 78.77; 37.06; 58.93; 55.37
 21.63; 27.52; 23.72; 22.06; 75.44; 71.65; 77.89; 78.77; 37.06; 58.92; 55.36
 21.64; 27.52; 23.72; 22.05; 75.43; 71.65; 77.90; 78.77; 37.08; 58.92; 55.35
 21.62; 27.51; 23.74; 22.05; 75.42; 71.65; 77.89; 78.78; 37.08; 58.92; 55.36
 21.61; 27.51; 23.74; 22.05; 75.42; 71.66; 77.89; 78.79; 37.09; 58.91; 55.36
 21.61; 27.51; 23.73; 22.06; 75.43; 71.66; 77.89; 78.78; 37.09; 58.90; 55.36
 21.61; 27.51; 23.74; 22.05; 75.43; 71.67; 77.91; 78.78; 37.08; 58.89; 55.36
 21.60; 27.51; 23.75; 22.04; 75.43; 71.68; 77.90; 78.78; 37.08; 58.88; 55.37
 21.60; 27.52; 23.74; 22.04; 75.44; 71.69; 77.91; 78.78; 37.08; 58.88; 55.36
 21.61; 27.52; 23.74; 22.04; 75.44; 71.70; 77.91; 78.79; 37.08; 58.88; 55.36
 21.60; 27.53; 23.74; 22.04; 75.45; 71.70; 77.91; 78.78; 37.10; 58.89; 55.36
 21.59; 27.54; 23.75; 22.04; 75.46; 71.70; 77.90; 78.79; 37.09; 58.88; 55.37
 21.58; 27.54; 23.75; 22.05; 75.45; 71.70; 77.91; 78.80; 37.09; 58.89; 55.36
 21.59; 27.55; 23.75; 22.05; 75.46; 71.70; 77.91; 78.79; 37.09; 58.90; 55.35
 21.59; 27.55; 23.75; 22.05; 75.46; 71.71; 77.92; 78.79; 37.10; 58.89; 55.34
 21.59; 27.54; 23.76; 22.04; 75.47; 71.70; 77.92; 78.80; 37.09; 58.89; 55.36
 21.58; 27.53; 23.76; 22.03; 75.46; 71.70; 77.93; 78.80; 37.10; 58.89; 55.34
 21.58; 27.52; 23.76; 22.02; 75.46; 71.72; 77.93; 78.80; 37.09; 58.88; 55.34
 21.57; 27.52; 23.76; 22.01; 75.47; 71.70; 77.92; 78.80; 37.11; 58.89; 55.35
 21.58; 27.50; 23.76; 22.01; 75.48; 71.69; 77.92; 78.80; 37.09; 58.88; 55.35
 21.58; 27.51; 23.75; 22.01; 75.47; 71.68; 77.93; 78.81; 37.09; 58.89; 55.34
 21.57; 27.51; 23.76; 22.01; 75.47; 71.68; 77.94; 78.81; 37.07; 58.89; 55.33
 21.57; 27.51; 23.75; 21.99; 75.48; 71.68; 77.93; 78.80; 37.09; 58.88; 55.34
 21.57; 27.50; 23.74; 21.98; 75.47; 71.68; 77.91; 78.79; 37.10; 58.88; 55.36
 21.57; 27.50; 23.74; 21.99; 75.47; 71.67; 77.92; 78.80; 37.10; 58.88; 55.36
 21.57; 27.50; 23.73; 21.99; 75.46; 71.68; 77.92; 78.82; 37.11; 58.89; 55.35
 21.58; 27.51; 23.75; 21.97; 75.46; 71.68; 77.90; 78.81; 37.12; 58.88; 55.36
 21.59; 27.50; 23.75; 21.97; 75.46; 71.69; 77.89; 78.80; 37.14; 58.88; 55.36
 21.59; 27.50; 23.74; 21.97; 75.47; 71.70; 77.90; 78.80; 37.13; 58.87; 55.36
 21.60; 27.49; 23.72; 21.96; 75.46; 71.72; 77.90; 78.80; 37.14; 58.88; 55.36
 21.60; 27.49; 23.73; 21.95; 75.48; 71.72; 77.90; 78.80; 37.14; 58.88; 55.35
 21.61; 27.49; 23.71; 21.96; 75.49; 71.73; 77.89; 78.79; 37.14; 58.87; 55.36
 21.61; 27.49; 23.71; 21.96; 75.49; 71.73; 77.90; 78.81; 37.15; 58.87; 55.36
 21.60; 27.49; 23.71; 21.96; 75.49; 71.73; 77.89; 78.82; 37.15; 58.89; 55.35
 21.60; 27.49; 23.71; 21.96; 75.50; 71.73; 77.89; 78.83; 37.16; 58.88; 55.36
 21.61; 27.48; 23.70; 21.96; 75.51; 71.73; 77.89; 78.82; 37.16; 58.88; 55.39
 21.62; 27.48; 23.69; 21.96; 75.49; 71.72; 77.89; 78.84; 37.18; 58.88; 55.38
 21.63; 27.47; 23.71; 21.95; 75.49; 71.72; 77.89; 78.84; 37.19; 58.90; 55.37
 21.63; 27.48; 23.72; 21.94; 75.49; 71.71; 77.88; 78.84; 37.18; 58.89; 55.39
 21.63; 27.48; 23.72; 21.94; 75.48; 71.70; 77.88; 78.82; 37.20; 58.89; 55.40
 21.62; 27.47; 23.72; 21.93; 75.49; 71.69; 77.89; 78.82; 37.21; 58.90; 55.40
 21.62; 27.48; 23.72; 21.92; 75.48; 71.70; 77.88; 78.83; 37.21; 58.91; 55.38
 21.62; 27.48; 23.71; 21.91; 75.49; 71.70; 77.88; 78.83; 37.21; 58.89; 55.38
 21.62; 27.48; 23.71; 21.89; 75.49; 71.70; 77.88; 78.80; 37.22; 58.90; 55.39
 21.62; 27.47; 23.71; 21.89; 75.49; 71.70; 77.89; 78.80; 37.22; 58.89; 55.39
 21.61; 27.47; 23.71; 21.88; 75.48; 71.69; 77.89; 78.80; 37.22; 58.89; 55.39
 21.61; 27.47; 23.70; 21.87; 75.50; 71.69; 77.88; 78.80; 37.23; 58.88; 55.40
 21.60; 27.47; 23.69; 21.87; 75.50; 71.69; 77.87; 78.80; 37.24; 58.88; 55.40
 21.61; 27.47; 23.69; 21.86; 75.50; 71.69; 77.88; 78.80; 37.25; 58.88; 55.40
 21.61; 27.47; 23.69; 21.84; 75.50; 71.69; 77.88; 78.81; 37.26; 58.88; 55.39
 21.61; 27.47; 23.69; 21.83; 75.52; 71.70; 77.88; 78.80; 37.27; 58.87; 55.39
 21.61; 27.47; 23.68; 21.83; 75.52; 71.70; 77.86; 78.79; 37.29; 58.86; 55.41
 21.60; 27.46; 23.69; 21.84; 75.52; 71.70; 77.87; 78.78; 37.28; 58.88; 55.41
 21.60; 27.46; 23.67; 21.85; 75.51; 71.71; 77.87; 78.79; 37.29; 58.89; 55.40
 21.61; 27.46; 23.67; 21.84; 75.52; 71.72; 77.88; 78.78; 37.28; 58.89; 55.40
 21.61; 27.46; 23.67; 21.84; 75.52; 71.71; 77.89; 78.77; 37.29; 58.90; 55.42
 21.61; 27.46; 23.67; 21.85; 75.52; 71.71; 77.89; 78.77; 37.28; 58.90; 55.42
 21.61; 27.46; 23.66; 21.84; 75.53; 71.70; 77.89; 78.78; 37.30; 58.91; 55.42
 21.62; 27.46; 23.67; 21.83; 75.53; 71.71; 77.87; 78.77; 37.32; 58.92; 55.43
 21.63; 27.46; 23.67; 21.81; 75.54; 71.71; 77.86; 78.76; 37.34; 58.91; 55.44
 21.63; 27.46; 23.66; 21.81; 75.54; 71.72; 77.86; 78.76; 37.34; 58.91; 55.44
 21.62; 27.45; 23.67; 21.81; 75.53; 71.73; 77.87; 78.75; 37.34; 58.93; 55.43
 21.62; 27.44; 23.66; 21.81; 75.54; 71.73; 77.87; 78.76; 37.33; 58.92; 55.43
 21.64; 27.44; 23.66; 21.80; 75.54; 71.73; 77.88; 78.75; 37.33; 58.92; 55.43
 21.63; 27.44; 23.65; 21.79; 75.53; 71.71; 77.88; 78.76; 37.35; 58.91; 55.43
 21.64; 27.43; 23.64; 21.79; 75.53; 71.73; 77.88; 78.74; 37.34; 58.93; 55.42
 21.63; 27.42; 23.64; 21.78; 75.54; 71.72; 77.89; 78.73; 37.34; 58.94; 55.42
 21.64; 27.41; 23.63; 21.78; 75.53; 71.72; 77.87; 78.73; 37.37; 58.93; 55.44
 21.63; 27.41; 23.63; 21.78; 75.54; 71.73; 77.86; 78.73; 37.37; 58.93; 55.44
 21.63; 27.41; 23.66; 21.79; 75.53; 71.71; 77.84; 78.74; 37.37; 58.92; 55.43
 21.62; 27.42; 23.66; 21.78; 75.54; 71.69; 77.84; 78.74; 37.37; 58.91; 55.44
 21.63; 27.42; 23.66; 21.77; 75.54; 71.67; 77.85; 78.73; 37.37; 58.91; 55.45
 21.62; 27.42; 23.65; 21.78; 75.55; 71.68; 77.85; 78.72; 37.38; 58.90; 55.45
 21.63; 27.42; 23.66; 21.79; 75.55; 71.67; 77.84; 78.72; 37.37; 58.90; 55.46
 21.62; 27.41; 23.66; 21.80; 75.56; 71.65; 77.84; 78.72; 37.39; 58.89; 55.48
 21.62; 27.40; 23.67; 21.78; 75.57; 71.65; 77.84; 78.73; 37.39; 58.89; 55.47
 21.63; 27.39; 23.68; 21.79; 75.58; 71.66; 77.83; 78.72; 37.38; 58.90; 55.48
 21.63; 27.39; 23.68; 21.79; 75.58; 71.67; 77.83; 78.72; 37.37; 58.90; 55.50
 21.63; 27.39; 23.69; 21.79; 75.60; 71.67; 77.83; 78.71; 37.37; 58.89; 55.50
 21.62; 27.38; 23.70; 21.78; 75.60; 71.68; 77.83; 78.72; 37.37; 58.91; 55.50
 21.61; 27.40; 23.69; 21.79; 75.60; 71.68; 77.82; 78.72; 37.37; 58.91; 55.51
 21.61; 27.39; 23.71; 21.79; 75.60; 71.68; 77.82; 78.72; 37.37; 58.92; 55.52
 21.60; 27.38; 23.72; 21.81; 75.61; 71.68; 77.81; 78.71; 37.36; 58.93; 55.53
 21.60; 27.38; 23.73; 21.80; 75.61; 71.67; 77.80; 78.72; 37.38; 58.93; 55.55
 21.60; 27.37; 23.74; 21.80; 75.61; 71.67; 77.80; 78.71; 37.37; 58.94; 55.54
 21.60; 27.37; 23.74; 21.80; 75.60; 71.66; 77.80; 78.72; 37.35; 58.95; 55.54
 21.59; 27.36; 23.76; 21.81; 75.61; 71.64; 77.79; 78.71; 37.36; 58.94; 55.55
 21.58; 27.36; 23.76; 21.80; 75.61; 71.64; 77.78; 78.71; 37.36; 58.94; 55.56
 21.58; 27.35; 23.75; 21.81; 75.62; 71.65; 77.78; 78.71; 37.36; 58.93; 55.55
 21.59; 27.34; 23.75; 21.82; 75.60; 71.65; 77.77; 78.70; 37.37; 58.93; 55.54
 21.58; 27.34; 23.75; 21.83; 75.61; 71.65; 77.77; 78.71; 37.36; 58.91; 55.56
 21.58; 27.33; 23.74; 21.81; 75.60; 71.63; 77.77; 78.72; 37.37; 58.91; 55.56
 21.59; 27.35; 23.73; 21.82; 75.60; 71.64; 77.77; 78.70; 37.37; 58.91; 55.56
 21.59; 27.36; 23.73; 21.83; 75.58; 71.64; 77.77; 78.70; 37.36; 58.91; 55.56
 21.58; 27.36; 23.73; 21.84; 75.60; 71.64; 77.75; 78.69; 37.36; 58.90; 55.57
 21.57; 27.36; 23.73; 21.82; 75.60; 71.63; 77.76; 78.70; 37.36; 58.91; 55.58
 21.56; 27.35; 23.73; 21.84; 75.61; 71.64; 77.76; 78.69; 37.36; 58.91; 55.58
 21.56; 27.35; 23.74; 21.83; 75.61; 71.64; 77.75; 78.69; 37.37; 58.90; 55.58
 21.56; 27.35; 23.74; 21.84; 75.62; 71.64; 77.74; 78.69; 37.38; 58.89; 55.58
 21.56; 27.36; 23.74; 21.83; 75.62; 71.63; 77.74; 78.70; 37.37; 58.90; 55.57
 21.56; 27.37; 23.75; 21.83; 75.62; 71.64; 77.73; 78.69; 37.37; 58.91; 55.57
 21.56; 27.37; 23.76; 21.83; 75.62; 71.65; 77.72; 78.69; 37.37; 58.92; 55.57
 21.55; 27.36; 23.78; 21.83; 75.64; 71.63; 77.72; 78.69; 37.37; 58.91; 55.58
 21.55; 27.36; 23.77; 21.83; 75.65; 71.63; 77.72; 78.70; 37.38; 58.92; 55.58
 21.55; 27.37; 23.76; 21.83; 75.65; 71.63; 77.72; 78.71; 37.38; 58.92; 55.58
 21.55; 27.36; 23.77; 21.83; 75.65; 71.63; 77.72; 78.72; 37.39; 58.91; 55.59
 21.55; 27.36; 23.77; 21.85; 75.65; 71.62; 77.72; 78.72; 37.39; 58.92; 55.60
 21.54; 27.36; 23.79; 21.83; 75.65; 71.61; 77.72; 78.72; 37.39; 58.92; 55.62
 21.53; 27.37; 23.78; 21.83; 75.66; 71.61; 77.72; 78.71; 37.38; 58.93; 55.62
 21.53; 27.36; 23.79; 21.84; 75.66; 71.60; 77.73; 78.71; 37.37; 58.91; 55.63
 21.53; 27.35; 23.79; 21.83; 75.67; 71.59; 77.71; 78.70; 37.39; 58.90; 55.63
 21.52; 27.35; 23.79; 21.82; 75.66; 71.57; 77.72; 78.69; 37.41; 58.90; 55.64
 21.52; 27.34; 23.79; 21.81; 75.67; 71.58; 77.71; 78.70; 37.40; 58.90; 55.64
 21.52; 27.33; 23.80; 21.81; 75.67; 71.57; 77.72; 78.69; 37.40; 58.90; 55.64
 21.51; 27.33; 23.81; 21.81; 75.68; 71.56; 77.72; 78.68; 37.39; 58.90; 55.64
 21.50; 27.33; 23.80; 21.80; 75.67; 71.55; 77.72; 78.69; 37.38; 58.91; 55.65
 21.49; 27.33; 23.81; 21.79; 75.67; 71.55; 77.73; 78.70; 37.39; 58.90; 55.65
 21.49; 27.33; 23.81; 21.80; 75.67; 71.56; 77.73; 78.69; 37.39; 58.90; 55.64
 21.49; 27.33; 23.82; 21.80; 75.68; 71.56; 77.72; 78.71; 37.39; 58.90; 55.64
 21.48; 27.34; 23.83; 21.81; 75.69; 71.55; 77.73; 78.71; 37.37; 58.90; 55.63
 21.47; 27.34; 23.83; 21.80; 75.68; 71.54; 77.73; 78.71; 37.38; 58.91; 55.64
 21.47; 27.33; 23.82; 21.80; 75.69; 71.54; 77.74; 78.71; 37.38; 58.90; 55.64
 21.48; 27.32; 23.85; 21.81; 75.70; 71.55; 77.75; 78.71; 37.37; 58.88; 55.63
 21.48; 27.31; 23.85; 21.80; 75.71; 71.55; 77.75; 78.71; 37.36; 58.88; 55.64
 21.48; 27.31; 23.84; 21.80; 75.71; 71.54; 77.75; 78.71; 37.38; 58.89; 55.64
 21.48; 27.32; 23.84; 21.81; 75.72; 71.55; 77.75; 78.72; 37.37; 58.88; 55.65
 21.49; 27.30; 23.84; 21.80; 75.71; 71.55; 77.76; 78.72; 37.37; 58.89; 55.65
 21.49; 27.31; 23.85; 21.81; 75.73; 71.54; 77.76; 78.71; 37.37; 58.88; 55.65
 21.49; 27.32; 23.85; 21.80; 75.72; 71.55; 77.76; 78.73; 37.37; 58.89; 55.64
 21.50; 27.30; 23.86; 21.81; 75.72; 71.54; 77.77; 78.73; 37.38; 58.88; 55.64
 21.50; 27.31; 23.86; 21.81; 75.72; 71.54; 77.77; 78.74; 37.37; 58.88; 55.64
 21.50; 27.31; 23.86; 21.81; 75.72; 71.53; 77.77; 78.75; 37.37; 58.89; 55.64
 21.49; 27.31; 23.85; 21.80; 75.72; 71.52; 77.77; 78.75; 37.36; 58.91; 55.64
 21.48; 27.30; 23.85; 21.81; 75.73; 71.51; 77.76; 78.76; 37.36; 58.90; 55.63
 21.48; 27.31; 23.85; 21.81; 75.73; 71.50; 77.77; 78.77; 37.36; 58.90; 55.61
 21.47; 27.32; 23.85; 21.80; 75.72; 71.49; 77.78; 78.77; 37.35; 58.91; 55.61
 21.46; 27.30; 23.84; 21.80; 75.72; 71.49; 77.77; 78.77; 37.36; 58.93; 55.61
 21.46; 27.30; 23.83; 21.80; 75.73; 71.50; 77.76; 78.78; 37.36; 58.92; 55.60
 21.45; 27.30; 23.84; 21.79; 75.74; 71.51; 77.77; 78.78; 37.35; 58.92; 55.59
 21.45; 27.30; 23.85; 21.79; 75.73; 71.51; 77.76; 78.78; 37.34; 58.92; 55.59
 21.44; 27.30; 23.84; 21.79; 75.73; 71.51; 77.77; 78.79; 37.36; 58.91; 55.57
 21.44; 27.29; 23.84; 21.79; 75.72; 71.52; 77.78; 78.80; 37.35; 58.91; 55.56
 21.44; 27.29; 23.84; 21.79; 75.74; 71.51; 77.79; 78.80; 37.36; 58.91; 55.56
 21.43; 27.30; 23.85; 21.80; 75.75; 71.51; 77.78; 78.79; 37.36; 58.90; 55.56
 21.43; 27.29; 23.85; 21.80; 75.75; 71.51; 77.79; 78.79; 37.36; 58.90; 55.56
 21.43; 27.29; 23.85; 21.81; 75.75; 71.52; 77.80; 78.79; 37.37; 58.89; 55.55
 21.43; 27.29; 23.86; 21.80; 75.76; 71.52; 77.80; 78.78; 37.37; 58.89; 55.55
 21.43; 27.29; 23.87; 21.80; 75.77; 71.52; 77.80; 78.77; 37.36; 58.90; 55.56
 21.42; 27.29; 23.87; 21.79; 75.77; 71.52; 77.80; 78.77; 37.36; 58.91; 55.57
 21.43; 27.29; 23.86; 21.81; 75.77; 71.51; 77.81; 78.78; 37.37; 58.91; 55.55
 21.44; 27.29; 23.86; 21.80; 75.78; 71.50; 77.81; 78.78; 37.38; 58.91; 55.55
 21.45; 27.30; 23.86; 21.81; 75.78; 71.51; 77.80; 78.79; 37.38; 58.90; 55.57
 21.44; 27.29; 23.87; 21.80; 75.78; 71.51; 77.81; 78.78; 37.37; 58.91; 55.55
 21.43; 27.30; 23.87; 21.80; 75.77; 71.51; 77.81; 78.79; 37.38; 58.90; 55.55
 21.43; 27.30; 23.87; 21.80; 75.77; 71.51; 77.82; 78.79; 37.39; 58.89; 55.54
 21.42; 27.31; 23.87; 21.79; 75.78; 71.51; 77.82; 78.79; 37.38; 58.89; 55.55
 21.41; 27.31; 23.86; 21.78; 75.76; 71.52; 77.82; 78.79; 37.38; 58.89; 55.56
 21.40; 27.31; 23.86; 21.79; 75.76; 71.52; 77.82; 78.80; 37.37; 58.88; 55.56
 21.40; 27.30; 23.86; 21.78; 75.75; 71.52; 77.83; 78.80; 37.37; 58.89; 55.56
 21.40; 27.31; 23.86; 21.78; 75.76; 71.52; 77.83; 78.79; 37.36; 58.87; 55.56
 21.39; 27.29; 23.85; 21.78; 75.77; 71.52; 77.83; 78.79; 37.37; 58.88; 55.56
 21.39; 27.29; 23.85; 21.80; 75.77; 71.52; 77.82; 78.80; 37.37; 58.86; 55.56
 21.38; 27.29; 23.85; 21.80; 75.76; 71.53; 77.81; 78.81; 37.36; 58.86; 55.55
 21.38; 27.30; 23.85; 21.81; 75.75; 71.52; 77.82; 78.82; 37.35; 58.86; 55.55
 21.39; 27.31; 23.85; 21.80; 75.76; 71.52; 77.81; 78.81; 37.35; 58.86; 55.55
 21.38; 27.32; 23.85; 21.82; 75.77; 71.51; 77.81; 78.81; 37.35; 58.85; 55.55
 21.38; 27.31; 23.86; 21.81; 75.77; 71.51; 77.81; 78.80; 37.36; 58.85; 55.55
 21.39; 27.32; 23.85; 21.81; 75.77; 71.51; 77.81; 78.80; 37.35; 58.84; 55.56
 21.39; 27.32; 23.87; 21.81; 75.79; 71.51; 77.79; 78.80; 37.36; 58.84; 55.57
 21.39; 27.33; 23.87; 21.82; 75.79; 71.52; 77.80; 78.80; 37.35; 58.83; 55.56
